Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 11/5/2024 11:05:43
Sample Interval , 30 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/5/2024, 11:05:43.042,0.0015614
1, 11/5/2024, 11:06:13.278,0.0015452
2, 11/5/2024, 11:06:43.283,0.0015147
3, 11/5/2024, 11:07:13.309,0.0014131
4, 11/5/2024, 11:07:43.315,0.0012321
5, 11/5/2024, 11:08:13.337,0.0012132
6, 11/5/2024, 11:08:43.360,0.0013543
7, 11/5/2024, 11:09:13.368,0.0014707
8, 11/5/2024, 11:09:43.372,0.0015857
9, 11/5/2024, 11:10:13.379,0.0015913
10, 11/5/2024, 11:10:43.402,0.0015855
11, 11/5/2024, 11:11:13.414,0.0015765
12, 11/5/2024, 11:11:43.433,0.0015661
13, 11/5/2024, 11:12:13.447,0.0015591
14, 11/5/2024, 11:12:43.463,0.0015488
15, 11/5/2024, 11:13:13.473,0.0015591
