Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 11/5/2024 18:43:56
Sample Interval , 30 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/5/2024, 18:43:56.794,0.00063122
1, 11/5/2024, 18:44:27.035,0.00067811
2, 11/5/2024, 18:44:57.037,0.00085113
3, 11/5/2024, 18:45:27.046,0.0010401
4, 11/5/2024, 18:45:57.072,0.0012021
5, 11/5/2024, 18:46:27.100,0.0012687
6, 11/5/2024, 18:46:57.111,0.0012614
7, 11/5/2024, 18:47:27.118,0.0011303
8, 11/5/2024, 18:47:57.126,0.00096135
9, 11/5/2024, 18:48:27.134,0.00077834
10, 11/5/2024, 18:48:57.152,0.00068847
11, 11/5/2024, 18:49:27.152,0.00073147
12, 11/5/2024, 18:49:57.157,0.00087337
13, 11/5/2024, 18:50:27.167,0.0010774
14, 11/5/2024, 18:50:57.180,0.0012568
15, 11/5/2024, 18:51:27.195,0.0013225
16, 11/5/2024, 18:51:57.200,0.0012836
17, 11/5/2024, 18:52:27.211,0.0011398
18, 11/5/2024, 18:52:57.240,0.00088704
19, 11/5/2024, 18:53:27.252,0.00074391
20, 11/5/2024, 18:53:57.260,0.00066063
