Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 11/5/2024 11:34:47
Sample Interval , 30 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/5/2024, 11:34:47.015,0.00085364
1, 11/5/2024, 11:35:17.284,0.00096098
2, 11/5/2024, 11:35:47.304,0.0011435
3, 11/5/2024, 11:36:17.312,0.0011483
4, 11/5/2024, 11:36:47.337,0.001021
5, 11/5/2024, 11:37:17.362,0.00088268
6, 11/5/2024, 11:37:47.375,0.00080138
7, 11/5/2024, 11:38:17.394,0.00070892
8, 11/5/2024, 11:38:47.399,0.00064937
9, 11/5/2024, 11:39:17.424,0.0006372
10, 11/5/2024, 11:39:47.451,0.00079469
11, 11/5/2024, 11:40:17.474,0.00099408
12, 11/5/2024, 11:40:47.478,0.001154
13, 11/5/2024, 11:41:17.491,0.0012474
14, 11/5/2024, 11:41:47.517,0.0012502
15, 11/5/2024, 11:42:17.518,0.0011223
