Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 11/5/2024 18:29:31
Sample Interval , 30 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/5/2024, 18:29:31.771,0.0016769
1, 11/5/2024, 18:30:02.006,0.0016715
2, 11/5/2024, 18:30:32.006,0.0016473
3, 11/5/2024, 18:31:02.030,0.001658
4, 11/5/2024, 18:31:32.059,0.0016529
5, 11/5/2024, 18:32:02.067,0.0016387
6, 11/5/2024, 18:32:32.078,0.0016576
7, 11/5/2024, 18:33:02.095,0.0016585
8, 11/5/2024, 18:33:32.116,0.0016657
9, 11/5/2024, 18:34:02.146,0.0016529
10, 11/5/2024, 18:34:32.152,0.0016602
11, 11/5/2024, 18:35:02.172,0.0016749
12, 11/5/2024, 18:35:32.183,0.0016588
13, 11/5/2024, 18:36:02.213,0.0016666
14, 11/5/2024, 18:36:32.236,0.0016759
15, 11/5/2024, 18:37:02.244,0.0016851
16, 11/5/2024, 18:37:32.244,0.0016953
17, 11/5/2024, 18:38:02.256,0.0017163
18, 11/5/2024, 18:38:32.274,0.0016516
19, 11/5/2024, 18:39:02.281,0.0016438
20, 11/5/2024, 18:39:32.283,0.0017014
