Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 10/31/2024 14:00:53
Sample Interval , 30 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 10/31/2024, 14:00:53.235,4.8192E-05
1, 10/31/2024, 14:01:23.510,0.00019
2, 10/31/2024, 14:01:53.520,0.00056135
3, 10/31/2024, 14:02:23.530,0.00096055
4, 10/31/2024, 14:02:53.546,0.0013454
5, 10/31/2024, 14:03:23.568,0.0014468
6, 10/31/2024, 14:03:53.579,0.0012679
7, 10/31/2024, 14:04:23.596,0.00091314
8, 10/31/2024, 14:04:53.601,0.00047933
9, 10/31/2024, 14:05:23.602,0.00012947
10, 10/31/2024, 14:05:53.625,2.659E-05
11, 10/31/2024, 14:06:23.647,0.00018599
12, 10/31/2024, 14:06:53.651,0.00052828
13, 10/31/2024, 14:07:23.662,0.00098064
14, 10/31/2024, 14:07:53.673,0.0013576
15, 10/31/2024, 14:08:23.696,0.0014603
