Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 11/8/2024 11:14:49
Sample Interval , 20 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/8/2024, 11:14:49.212,0.0013751
1, 11/8/2024, 11:15:09.518,0.0013719
2, 11/8/2024, 11:15:29.534,0.0013484
3, 11/8/2024, 11:15:49.542,0.0013449
4, 11/8/2024, 11:16:09.571,0.0013606
5, 11/8/2024, 11:16:29.572,0.0013677
6, 11/8/2024, 11:16:49.587,0.0013752
7, 11/8/2024, 11:17:09.598,0.0013908
8, 11/8/2024, 11:17:29.622,0.0013968
9, 11/8/2024, 11:17:49.630,0.0013968
10, 11/8/2024, 11:18:09.634,0.001398
11, 11/8/2024, 11:18:29.648,0.0014083
12, 11/8/2024, 11:18:49.673,0.0014103
13, 11/8/2024, 11:19:09.673,0.0014024
14, 11/8/2024, 11:19:29.689,0.0013979
15, 11/8/2024, 11:19:49.694,0.0013927
16, 11/8/2024, 11:20:09.717,0.0013926
17, 11/8/2024, 11:20:29.732,0.0014063
18, 11/8/2024, 11:20:49.746,0.0013902
19, 11/8/2024, 11:21:09.775,0.0013854
20, 11/8/2024, 11:21:29.778,0.0013953
