Optical Power Monitor
4.1.4204.742
Delimiter Used: , ','

Start of Measurement , 11/5/2024 11:47:20
Sample Interval , 30 s
, PM 221205548
Type, PM16-120
Serialnumber, 221205548
Sensor, Photodiode
SensorSerialnumber, 221205548
Wavelength / Responsivity, 633 nm

,,,PM 221205548, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/5/2024, 11:47:20.144,0.00043275
1, 11/5/2024, 11:47:50.419,0.00056983
2, 11/5/2024, 11:48:20.425,0.0007466
3, 11/5/2024, 11:48:50.444,0.00078122
4, 11/5/2024, 11:49:20.454,0.00067944
5, 11/5/2024, 11:49:50.473,0.00056138
6, 11/5/2024, 11:50:20.481,0.00044456
7, 11/5/2024, 11:50:50.503,0.00031206
8, 11/5/2024, 11:51:20.510,0.00022942
9, 11/5/2024, 11:51:50.538,0.00020437
10, 11/5/2024, 11:52:20.559,0.00027952
11, 11/5/2024, 11:52:50.564,0.00034484
12, 11/5/2024, 11:53:20.569,0.00055936
13, 11/5/2024, 11:53:50.583,0.00065982
14, 11/5/2024, 11:54:20.585,0.00079745
15, 11/5/2024, 11:54:50.599,0.00077333
